X0,X1,X2,X3,X4,X5,X6,X7,X8,Y
C1,0.7,781.55,218.3,218.3,2.84,4.95,0.2,1.98,12.49
C3,0.62,889.35,238.14,266.8,3.47,1.62,0.24,1.98,12.85
C3,0.84,727.65,355.74,198.45,4.24,2.7,0.31,1.98,12.87
C3,0.56,889.35,355.74,218.3,3.15,4.4,0.25,1.98,12.73
C3,0.76,727.65,291.06,218.3,2.84,4.5,0.28,2,12.95
C2,0.59,615.19,315.32,266.8,3.47,1.8,0.28,1.98,13.05
C3,0.65,683.55,,218.3,3.15,2.7,0.25,1.8,12.93
C1,0.66,759.5,350.35,178.6,3.85,3.96,0.24,2.2,12.77
C2,0.66,751.9,257.98,198.45,3.47,4.95,0.25,2.2,13
C1,0.77,776.16,308.7,242.55,3.47,2.42,0.2,1.8,17.14
C3,0.52,635.04,415.03,218.3,3.47,2.97,0.28,2.2,16.84
C1,0.52,948.64,377.3,266.8,3.15,3.96,0.28,2.42,17.02
C2,0.58,862.4,415.03,266.8,3.47,6.05,0.28,2.42,17.11
C3,0.61,978.29,330.75,266.8,3.15,1.8,0.22,2.42,14.34
C2,0.62,889.35,404.25,218.3,3.85,3.3,0.28,1.8,14.66
C1,0.68,800.42,,178.6,3.47,4.84,0.28,2.2,14.6
C2,0.5,889.35,404.25,198.45,3.47,6.05,0.22,1.62,14.6
C1,0.88,509.36,238.14,121.28,5.67,1.98,0.2,3.63,28.67
C2,1.19,565.95,355.74,133.41,6.3,2.97,0.31,2.7,28.56
C1,0.98,416.74,264.6,110.25,6.3,3.24,0.25,3.3,28.17
C3,1.19,565.95,291.06,109.15,5.67,6.05,0.28,2.7,28.63
C2,0.73,557.86,315.32,121.28,5.67,2.2,0.24,2.97,31.63
C3,0.99,619.85,315.32,148.23,8.47,2.97,0.31,2.97,32.4
C1,1.09,557.86,350.35,121.28,6.93,3.6,0.2,3.3,32.68
C3,0.89,557.86,350.35,134.75,6.3,4.5,0.25,3.3,32.29
C1,0.86,476.28,238.14,161.7,8.47,1.62,0.28,3.3,28.4
C2,0.95,476.28,323.4,119.07,5.67,2.97,0.2,2.7,29.4
C2,0.77,588,291.06,177.87,8.47,3.96,0.31,3,29.43
C1,0.69,476.28,,145.53,6.93,4.5,0.22,2.7,29.07
C2,0.74,606.38,318.5,161.7,7.7,1.98,0.28,2.97,24.7
C3,0.67,496.12,315.32,119.07,6.93,2.7,0.31,2.43,25.48
C3,0.99,606.38,318.5,161.7,7.7,4.4,0.31,3.3,25.37
C3,0.9,606.38,385.39,145.53,6.93,6.05,0.2,2.43,25.17
C2,0.87,515.97,339.57,132.3,6.93,1.62,0.25,2.7,39.04
C1,0.87,515.97,,145.53,6.93,3.3,0.25,2.43,38.35
C2,0.78,515.97,277.83,161.7,5.67,3.96,0.2,2.97,39.81
C2,0.87,700.7,415.03,132.3,6.3,6.05,0.25,2.43,39.83
C2,0.68,654.88,337.36,121.28,6.93,2.42,0.2,3.3,35.99
C3,0.76,654.88,412.34,121.28,6.93,2.97,0.31,2.97,36.59
C2,0.76,535.82,412.34,148.23,6.93,3.24,0.24,2.7,35.64
C1,0.61,595.35,374.85,110.25,6.93,6.05,0.2,2.97,36.52
C3,0.74,617.4,198.45,218.3,3.85,2.42,0.25,3.3,11.8
C3,0.6,754.6,242.55,266.8,2.84,3.3,0.24,3,12.03
C3,0.81,679.14,242.55,242.55,4.24,3.96,0.22,2.43,11.98
C3,0.89,617.4,269.5,266.8,4.24,4.05,0.28,2.97,11.69
C3,0.86,859.7,296.45,218.3,3.15,1.98,0.28,3.63,12.41
C3,0.58,781.55,266.8,218.3,3.15,2.97,0.24,2.97,12.28
C3,0.64,859.7,326.1,218.3,3.15,4.4,0.25,2.97,12.1
C2,0.7,575.51,296.45,220.5,4.24,4.05,0.28,3.63,12.19
C1,0.68,889.35,355.74,266.8,2.84,1.8,0.31,3.3,12.34
C1,0.84,727.65,,266.8,3.85,2.97,0.25,3.63,12.46
C3,0.56,661.5,264.6,266.8,3.15,3.96,0.31,2.97,12.31
C2,0.76,595.35,291.06,178.6,3.15,6.05,0.2,2.7,12.12
C2,0.53,751.9,385.39,266.8,3.47,1.98,0.31,2.97,12.97
C3,0.53,615.19,315.32,178.6,3.47,3.63,0.25,2.43,13.01
C1,0.73,615.19,385.39,178.6,3.15,3.96,0.25,2.97,12.74
C1,0.73,751.9,385.39,218.3,4.24,4.95,0.2,3,12.84
C1,0.58,862.4,415.03,198.45,3.47,2,0.25,3.3,16.83
C2,0.63,862.4,377.3,242.55,3.47,3.63,0.24,2.97,16.93
C2,0.52,705.6,339.57,198.45,3.47,3.96,0.2,2.97,16.66
C2,0.52,776.16,339.57,266.8,4.24,4.95,0.28,2.43,16.86
C2,0.62,727.65,404.25,242.55,3.47,1.98,0.25,2.97,13.91
C2,0.62,800.42,363.83,242.55,3.47,2.97,0.31,2.97,14.34
C2,0.62,654.88,363.83,242.55,4.24,4.84,0.22,2.97,13.95
C2,0.75,654.88,404.25,242.55,2.84,4.95,0.31,2.7,13.99
C1,1.19,622.55,,109.15,5.67,1.98,0.22,4.4,28.7
C1,1.08,509.36,323.4,109.15,6.3,2.7,0.25,3.6,28.55
C1,1.08,463.05,291.06,99.23,7,3.96,0.22,4.84,28.15
C2,0.97,509.36,355.74,109.15,6.93,6.05,0.31,3.24,28.62
C3,0.89,563.5,315.32,121.28,6.3,1.62,0.25,4.84,32.67
C1,0.73,681.84,318.5,122.5,6.93,3.3,0.24,3.96,31.69
C2,0.99,456.44,315.32,121.28,6.3,3.6,0.25,4.84,32.07
C3,1.09,557.86,318.5,121.28,6.3,4.05,0.31,3.96,33.28
C2,0.95,646.8,264.6,132.3,5.67,1.8,0.24,3.96,29.47
C3,1.04,582.12,291.06,145.53,8.47,3.3,0.28,3.6,28.42
C2,0.85,711.48,355.74,177.87,7,4.4,0.28,3.6,29.08
C1,0.86,582.12,291.06,132.3,5.67,4.95,0.24,3.96,29.88
C2,0.82,673.75,315.32,145.53,6.93,2.42,0.24,3.6,25.66
C1,0.81,606.38,315.32,119.07,6.93,2.97,0.25,3.24,24.96
C1,0.99,606.38,315.32,119.07,7.7,3.24,0.2,4.84,25.43
C2,0.9,741.13,,132.3,8.47,4.95,0.22,3.96,26
C3,0.64,573.3,308.7,147,6.93,2.2,0.2,3.24,40
C1,0.78,700.7,415.03,177.87,6.93,3.3,0.28,3.96,38.84
C3,0.64,573.3,343,161.7,6.93,4.84,0.28,3.96,38.33
C3,0.87,630.63,308.7,145.53,6.93,5.5,0.22,4.4,40.12
C3,0.68,661.5,503.97,110.25,5.67,1.8,0.25,3.24,36.95
C1,0.76,595.35,,99.23,8.47,2.97,0.25,3.24,36.45
C1,0.61,535.82,503.97,121.28,5.67,3.96,0.31,3.96,36.81
C3,0.84,800.42,458.15,110.25,5.67,6.05,0.22,3.96,36.26
C2,0.89,754.6,269.5,178.6,3.15,1.8,0.31,3.24,12.32
C1,0.67,679.14,220.5,242.55,3.47,2.97,0.24,3.96,12.3
C2,0.73,617.4,220.5,218.3,2.84,4.4,0.25,4.84,12.18
C3,0.6,679.14,269.5,242.55,2.84,4.95,0.31,4.84,12.43
C2,0.86,781.55,218.3,266.8,2.84,1.62,0.25,3.96,12.36
C1,0.7,703.4,269.5,218.3,3.47,3.3,0.31,3.6,12.49
C1,0.58,703.4,296.45,220.5,3.85,3.24,0.31,4.84,12.17
C3,0.7,703.4,296.45,178.6,2.84,4.95,0.28,4.84,12.28
C2,0.68,727.65,355.74,178.6,4.24,2,0.28,4.4,12.91
C3,0.56,661.5,238.14,218.3,3.47,2.7,0.22,3.24,12.95
C3,0.68,661.5,291.06,266.8,3.15,4.84,0.31,4.4,12.67
C3,0.62,727.65,323.4,220.5,3.85,6.05,0.24,3.24,12.86
C3,0.53,751.9,257.98,266.8,3.47,1.98,0.24,3.24,12.95
C3,0.8,683.55,286.65,198.45,3.15,2.7,0.2,4,13
C3,0.73,615.19,350.35,266.8,3.15,3.96,0.31,4.84,12.86
C2,0.53,919,350.35,266.8,3.47,5,0.24,4.4,12.92
C3,0.63,948.64,377.3,198.45,3.47,1.98,0.22,3.96,16.99
C1,0.77,776.16,,266.8,3.47,2.97,0.25,4.4,16.69
C2,0.52,635.04,415.03,198.45,3.47,3.6,0.28,3.6,16.56
C2,0.63,948.64,377.3,198.45,3.47,5.5,0.31,3.96,16.62
C3,0.75,978.29,363.83,218.3,4.24,2.2,0.31,3.96,14.33
C1,0.68,727.65,404.25,218.3,3.85,2.97,0.25,3.6,14.61
C3,0.62,654.88,363.82,178.6,3.15,3.96,0.25,3.96,14.61
C3,0.56,889.35,297.68,218.3,3.47,4.5,0.31,3.96,14.65
C2,0.88,416.74,323.4,99.23,6.93,1.62,0.24,6.05,28.69
C2,1.19,622.55,264.6,89.31,7.7,2.43,0.22,4.05,28.58
C2,0.97,463.05,291.06,121.28,6.93,4.4,0.22,5,28.15
C2,0.79,416.74,291.06,99.23,7,6.05,0.31,4.95,28.61
C2,0.99,557.86,350.35,134.75,6.93,2.42,0.28,6.05,33.13
C2,0.99,557.86,315.32,110.25,6.3,3.3,0.28,5,32.31
C1,0.99,456.44,286.65,121.28,6.93,3.6,0.25,4.5,31.53
C1,0.81,619.85,286.65,99.23,5.67,5,0.31,4.95,32.46
C2,0.77,476.28,291.06,161.7,6.93,2.42,0.22,5.5,29.71
C1,0.69,588,291.06,132.3,6.93,3.63,0.2,4.95,29.09
C3,0.77,582.12,291.06,161.7,6.93,3.96,0.22,5.5,28.31
C2,0.86,582.12,355.74,161.7,6.3,5.5,0.25,6.05,29.39
C3,0.81,741.13,286.65,132.3,6.3,1.62,0.31,5.5,25.7
C2,0.99,606.38,,161.7,7,2.97,0.24,4.95,25.17
C2,0.81,551.25,286.65,145.53,6.3,3.24,0.31,4.95,24.6
C2,0.67,606.38,,145.53,6.3,4.05,0.22,4.95,25.49
C2,0.64,630.63,339.57,145.53,6.93,1.62,0.31,5.5,39.89
C3,0.64,700.7,339.57,161.7,7,3.3,0.25,4.95,39.83
C2,0.71,630.63,277.83,161.7,6.3,3.24,0.31,4.95,39.01
C2,0.87,770.77,343,132.3,6.3,4.95,0.2,4.05,38.65
C3,0.84,661.5,412.34,121.28,6.93,2.42,0.25,5.5,35.69
C2,0.92,727.65,412.34,121.28,6.93,3.63,0.24,4.5,36.64
C2,0.76,727.65,412.34,134.75,5.67,3.96,0.31,4.95,36.06
C1,0.68,595.35,337.36,99.23,6.3,4.95,0.24,4.5,36.7
C2,0.74,679.14,242.55,242.55,3.5,1.98,0.25,6.05,12.12
C2,0.74,679.14,242.55,218.3,4.24,2.7,0.24,4.95,11.67
C2,0.81,830.06,242.55,242.55,3.5,3.96,0.28,4.05,11.64
C3,0.6,617.4,242.55,242.55,3.47,5,0.25,4.95,12.02
C3,0.64,639.45,242.55,198.45,4.24,1.8,0.28,5.5,12.27
C1,0.86,703.4,242.55,218.3,3.5,3.3,0.2,6.05,12.19
C1,0.64,639.45,218.3,266.8,3.47,3.24,0.31,6.05,12.25
C3,0.64,639.45,266.8,218.3,3.5,5.5,0.22,4.05,12.27
C3,0.69,661.5,264.6,242.55,4.24,2.42,0.28,4.95,12.47
C2,0.62,889.35,323.4,218.3,3.85,2.43,0.2,4.95,12.12
C2,0.68,727.65,291.06,242.55,3.47,4.84,0.31,4.95,12.18
C3,0.68,808.5,355.74,198.45,4.24,5,0.24,6.05,12.47
C3,0.59,835.45,286.65,242.55,3.5,1.98,0.2,4.95,12.93
C2,0.59,759.5,385.39,242.55,3.47,3.3,0.28,4.95,12.82
C2,0.65,835.45,385.39,266.8,2.84,3.6,0.25,4.5,12.78
C2,0.53,919,257.98,178.6,3.85,4.95,0.24,4.05,13.02
C3,0.58,776.16,339.57,198.45,3.47,1.98,0.22,4.5,16.73
C1,0.64,635.04,277.83,198.45,3.47,2.43,0.24,4.95,16.86
C1,0.58,862.4,308.7,218.3,3.47,4.84,0.24,4.5,16.76
C3,0.52,776.16,377.3,218.3,3.85,5.5,0.24,5.5,16.92
C1,0.75,727.65,,218.3,3.47,1.98,0.24,4.5,13.68
C1,0.61,978.29,363.82,266.8,3.47,3.3,0.28,4.95,13.99
C3,0.62,800.42,404.25,198.45,4.24,4.4,0.24,4.5,14.16
C3,0.56,978.29,330.75,218.3,3.15,4.5,0.2,4.05,13.86
C1,1.08,463.05,291.06,89.31,8.47,1.62,0.4,0.99,32.26
C1,0.79,509.36,264.6,99.23,7,2.7,0.48,1.21,32.26
C1,0.97,622.55,355.74,89.31,7.7,4.84,0.36,0.81,32.49
C1,0.97,622.55,291.06,109.15,6.93,4.95,0.36,0.81,32.53
C2,0.81,619.85,257.98,99.23,8.47,2.42,0.36,0.9,36.47
C1,1.09,619.85,315.32,110.25,6.93,3,0.36,0.99,37.24
C1,1.09,507.15,315.32,99.23,6.93,3.6,0.48,0.81,36.66
C1,0.89,557.86,350.35,148.23,5.67,4.95,0.4,0.9,35.96
C3,0.77,529.2,264.6,145.53,8.47,1.98,0.48,1,31.89
C3,0.86,529.2,323.4,145.53,5.67,2.97,0.4,0.9,32.39
C2,0.69,529.2,291.06,161.7,6.93,3.24,0.32,0.9,32.09
C3,1.04,646.8,291.06,177.87,6.93,6.05,0.48,0.81,31.29
C1,0.74,496.12,350.35,132.3,7.7,1.98,0.44,0.99,29.22
C2,0.81,496.12,315.32,132.3,8.47,2.97,0.48,0.9,29.91
C1,0.9,496.12,315.32,119.07,6.93,4.4,0.32,0.99,29.53
C3,0.9,673.75,318.5,177.87,6.93,4.95,0.44,0.9,28.65
C2,0.78,573.3,339.57,145.53,5.67,1.98,0.4,0.81,41.4
C3,0.71,515.97,377.3,161.7,7.7,2.43,0.36,0.81,42.62
C1,0.79,630.63,277.83,161.7,6.3,3.96,0.4,1.1,42.5
C1,0.71,630.63,339.57,119.07,7.7,6.05,0.36,0.99,41.67
C3,0.68,654.89,503.97,110.25,5.67,1.8,0.4,0.99,40.78
C3,0.76,727.65,458.15,121.28,6.93,3.63,0.4,0.9,39.97
C3,0.61,727.65,503.97,121.28,5.67,4.84,0.44,1.21,40.71
C3,0.92,654.89,503.97,148.23,6.93,4.5,0.4,0.99,40.43
C2,0.67,679.14,220.5,242.55,3.15,2.42,0.4,0.99,14.52
C2,0.89,754.6,220.5,218.3,3.15,2.7,0.4,0.9,14.61
C3,0.74,679.14,269.5,218.3,3.15,3.6,0.44,1.1,14.5
C3,0.73,754.6,296.45,178.6,3.47,5,0.4,1,14.55
C3,0.58,781.55,266.8,178.6,4.24,2.42,0.32,1.21,14.51
C1,0.58,575.51,266.8,198.45,3.47,2.97,0.48,0.81,14.6
C3,0.78,639.45,266.8,266.8,3.85,3.96,0.36,0.9,14.5
C2,0.78,639.45,242.55,178.6,3.47,4.95,0.36,0.9,14.58
C1,0.68,727.65,,218.3,3.15,1.62,0.4,0.99,14.51
C2,0.76,727.65,291.06,242.55,4.24,2.97,0.4,0.99,14.7
C2,0.68,595.35,291.06,266.8,3.47,3.96,0.36,0.9,14.42
C2,0.56,889.35,,218.3,3.47,4.95,0.32,0.99,14.42
C2,0.65,615.19,315.32,242.55,2.84,1.98,0.36,0.9,15.23
C1,0.53,919,385.39,218.3,3.15,2.97,0.32,0.9,15.23
C1,0.8,751.91,385.39,198.45,3.85,3.96,0.4,0.81,15.23
C3,0.59,751.9,350.35,198.45,4.24,5,0.44,1.21,15.23
C2,0.63,776.16,339.57,198.45,2.84,1.62,0.48,1.21,19.52
C1,0.58,862.4,339.57,198.45,3.47,2.7,0.36,1.1,19.36
C3,0.64,776.16,377.3,198.45,3.47,3.96,0.48,0.81,19.48
C1,0.63,705.6,339.57,198.45,3.47,4.95,0.4,1.1,19.42
C3,0.56,654.88,363.83,242.55,3.47,1.98,0.48,0.99,15.09
C2,0.62,800.42,367.5,198.45,3.85,3.3,0.32,0.81,17.17
C2,0.68,978.29,297.68,218.3,3.85,3.96,0.44,0.99,17.14
C2,0.61,800.42,404.25,218.3,3.47,4.95,0.48,0.99,17.14
C3,1.08,514.5,291.06,133.41,5.67,1.62,0.4,1.98,32.82
C3,0.97,509.36,238.14,109.15,6.93,2.7,0.36,2.42,32.71
C2,1.19,565.95,355.74,109.15,5.67,3.96,0.44,1.62,32.24
C2,0.97,463.05,294,109.15,8.47,4.05,0.48,1.98,32.72
C3,1.09,557.86,318.5,110.25,5.67,2.42,0.48,1.98,35.84
C2,0.9,456.44,315.32,148.23,6.93,2.97,0.4,2.42,36.57
C3,0.89,681.84,315.32,99.23,7.7,3.96,0.32,2.42,36.06
C2,0.99,557.86,350.35,110.25,6.3,4.95,0.32,1.98,35.69
C3,0.77,582.12,,119.07,6.3,2.42,0.36,2.2,32.48
C1,0.86,711.48,323.4,119.07,6.93,3.3,0.44,1.8,32.74
C1,0.77,646.8,291.06,145.53,6.93,4.4,0.4,2,32.13
C2,0.86,588,238.14,119.07,6.3,4.5,0.44,2.42,31.64
C1,0.74,673.75,286.65,145.53,8.47,1.62,0.36,2.42,28.95
C2,0.9,606.38,315.32,119.07,6.93,2.7,0.48,1.8,29.49
C2,0.67,606.38,257.98,145.53,6.93,4.84,0.36,1.8,28.64
C2,0.81,606.38,315.32,119.07,6.93,4.05,0.44,1.98,28.01
C3,0.79,573.3,339.57,161.7,6.93,1.98,0.32,1.98,41.64
C1,0.64,770.77,339.57,161.7,6.3,3.3,0.4,1.98,43.1
C1,0.87,700.7,277.83,145.53,6.3,3.24,0.4,1.62,42.74
C3,0.87,515.97,277.83,161.7,6.3,4.95,0.4,1.98,41.92
C1,0.75,727.65,374.85,121.28,6.93,1.8,0.48,1.62,40.78
C1,0.92,654.89,412.34,110.25,6.93,2.43,0.48,1.8,40.15
C2,0.92,727.65,503.97,121.28,5.67,3.6,0.4,1.62,40.57
C3,0.92,654.89,374.85,122.5,5.67,5.5,0.4,1.8,40.42
C3,0.67,830.06,220.5,178.6,2.84,1.8,0.48,1.98,14.54
C2,0.73,617.4,242.55,266.8,3.47,3.63,0.32,1.62,14.45
C1,0.74,830.06,242.55,266.8,3.85,3.6,0.48,2.42,14.18
C2,0.67,830.06,220.5,218.3,3.15,6.05,0.48,2,14.5
C2,0.7,575.51,326.1,242.55,4.24,2.2,0.32,1.98,14.7
C2,0.78,639.45,,266.8,3.85,2.43,0.36,1.98,14.66
C2,0.58,575.51,242.55,178.6,3.15,3.24,0.48,2,14.4
C1,0.7,710.5,266.8,218.3,3.85,4.95,0.4,1.8,14.71
C1,0.68,808.5,,266.8,3.85,2.2,0.36,1.62,14.75
C3,0.62,727.65,355.74,220.5,3.47,2.43,0.4,1.98,14.71
C3,0.56,727.65,355.74,218.3,3.47,4.4,0.48,1.98,14.33
C1,0.56,808.5,355.74,178.6,3.47,5.5,0.44,2.42,14.62
C2,0.73,683.55,318.5,198.45,3.85,1.98,0.4,2.2,15.34
C3,0.66,683.55,315.32,242.55,2.84,2.97,0.36,2.2,15.29
C3,0.66,683.55,315.32,242.55,3.47,4.4,0.48,1.62,15.09
C2,0.73,615.19,385.39,218.3,3.85,4.95,0.32,2,15.3
C1,0.77,705.6,377.3,242.55,4.24,1.62,0.44,1.62,19.2
C1,0.7,705.6,339.57,178.6,2.84,2.97,0.48,1.62,18.88
C1,0.64,635.04,339.57,266.8,4.24,3.6,0.32,2,18.9
C3,0.58,776.16,377.3,198.45,3.85,4.95,0.48,1.98,19.12
C2,0.56,727.65,404.25,218.3,3.15,1.98,0.44,1.62,16.76
C1,0.62,800.42,297.68,218.3,3.47,3.3,0.44,1.8,17.23
C3,0.62,808.5,444.68,220.5,3.15,4,0.4,1.98,17.26
C3,0.5,808.5,444.68,198.45,4.24,4.95,0.4,1.98,17.15
C2,0.97,509.36,291.06,121.28,5.67,1.62,0.32,2.7,32.82
C2,0.79,416.74,291.06,121.28,7.7,2.7,0.44,2.97,32.69
C1,1.19,509.36,291.06,121.28,7.7,4.84,0.48,2.43,32.23
C1,0.88,416.74,264.6,109.15,7.7,5.5,0.4,2.97,32.75
C1,0.89,557.86,385.39,122.5,6.3,1.8,0.36,3.63,34.24
C3,0.73,557.86,,121.28,6.93,3.63,0.4,3.3,34.95
C2,1.09,507.15,315.32,121.28,8.47,3.96,0.4,3.63,35.05
C2,0.89,557.86,286.65,121.28,6.3,6.05,0.4,2.43,34.29
C3,1.04,529.2,238.14,161.7,6.93,1.62,0.4,2.7,31.28
C2,1.04,711.48,323.4,161.7,5.67,2.43,0.4,3.3,32.12
C2,0.85,582.12,264.6,132.3,7.7,4.4,0.44,3.3,32.05
C1,0.86,476.28,264.6,145.53,6.3,4.95,0.44,3.63,31.84
C3,0.99,606.38,315.32,132.3,6.93,1.98,0.4,3.3,28.67
C2,0.9,606.38,315.32,132.3,6.3,2.7,0.44,2.97,29.67
C2,0.81,496.12,315.32,145.53,6.93,3.96,0.4,2.97,29.47
C3,0.81,741.13,257.98,145.53,6.93,6.05,0.4,2.43,28.91
C1,0.87,630.63,277.83,177.87,6.93,1.98,0.32,2.97,41.26
C3,0.64,573.3,308.7,177.87,6.93,2.97,0.36,2.7,41.3
C3,0.71,573.3,377.3,145.53,8.47,4.4,0.44,3.3,42.49
C3,0.78,630.63,339.57,161.7,7.7,4.95,0.36,2.7,42.08
C3,0.92,661.5,337.36,99.23,6.93,2.42,0.4,2.97,39.32
C2,0.84,654.89,412.34,134.75,6.3,2.97,0.4,2.43,39.84
C1,0.61,727.65,412.34,148.23,6.3,3.96,0.44,3.63,38.89
C3,0.76,654.88,503.97,121.28,6.93,4.5,0.4,2.43,39.68
C2,0.81,830.06,242.55,242.55,3.47,1.62,0.4,3.63,13.97
C1,0.89,679.14,,218.3,3.85,2.43,0.44,3.63,14.22
C3,0.89,686,198.45,218.3,4.24,3.6,0.36,3.63,14.1
C1,0.81,679.14,220.5,242.55,2.84,5.5,0.32,2.7,13.78
C3,0.7,703.4,326.1,218.3,3.47,1.8,0.36,2.7,14.07
C2,0.78,781.55,326.1,242.55,3.47,2.43,0.48,2.97,14.03
C3,0.86,781.55,218.3,218.3,2.84,3.24,0.32,2.97,13.94
C2,0.7,859.7,296.45,198.45,3.15,5.5,0.36,2.97,13.86
C2,0.76,889.35,291.06,198.45,3.15,2.2,0.48,3.3,14.32
C2,0.68,727.65,323.4,178.6,3.47,3.3,0.44,3.63,14.56
C3,0.84,808.5,238.14,266.8,3.47,3.24,0.4,2.97,14.33
C3,0.76,889.35,355.74,266.8,3.15,6.05,0.4,2.43,14.08
C1,0.8,683.55,318.5,242.55,3.47,1.98,0.44,2.97,15.16
C3,0.65,751.91,350.35,242.55,3.47,2.97,0.4,3.63,15.18
C2,0.53,751.9,315.32,178.6,3.15,3.24,0.4,2.43,14.72
C1,0.59,919,385.39,218.3,3.47,6.05,0.48,3.63,14.9
C1,0.64,784,,178.6,4.24,2.42,0.48,2.7,18.48
C1,0.52,784,415.03,198.45,3.85,3.3,0.36,3.63,18.71
C1,0.77,948.64,339.57,198.45,3.47,4.84,0.36,2.43,18.48
C1,0.7,948.64,415.03,198.45,3.85,4.95,0.36,2.97,18.46
C2,0.68,800.42,444.68,242.55,3.47,1.98,0.32,3.63,16.47
C2,0.62,889.35,297.68,178.6,2.84,3.3,0.36,2.7,16.35
C1,0.56,800.42,363.83,218.3,4.24,3.96,0.36,3.63,16.55
C1,0.56,800.42,363.83,198.45,3.47,4.95,0.4,2.97,16.74
C2,0.88,509.36,323.4,109.15,7.7,1.98,0.4,3.96,32.85
C2,1.19,565.95,355.74,109.15,5.67,3.3,0.48,3.6,32.67
C1,0.88,416.74,291.06,121.28,6.93,3.6,0.4,3.6,32.21
C3,0.97,565.95,355.74,99.23,6.3,4.05,0.44,4.84,32.74
C2,0.73,456.44,350.35,121.28,5.67,2.2,0.4,3.24,36.45
C2,0.89,681.84,257.98,110.25,6.93,3,0.48,3.24,35.73
C2,0.99,507.15,315.32,110.25,6.93,4.84,0.48,3.96,35.4
C3,0.73,619.85,286.65,134.75,7.7,6.05,0.4,4.4,36.57
C3,0.95,711.48,355.74,119.07,6.93,2,0.4,3.6,32.38
C3,1.04,582.12,264.6,145.53,8.47,2.97,0.4,4.84,31.66
C2,0.86,582.12,238.14,161.7,6.93,3.6,0.48,3.6,32.15
C3,1.04,476.28,264.6,161.7,7.7,4.95,0.4,3.96,32.75
C3,0.81,496.12,257.98,119.07,6.93,1.98,0.32,3.96,28.93
C2,0.67,673.75,315.32,177.87,6.93,3.63,0.4,4.4,28.05
C2,0.9,612.5,257.98,177.87,7.7,3.96,0.44,3.6,28.64
C3,0.99,606.38,385.39,161.7,6.93,4.95,0.4,3.96,29.52
C3,0.79,770.77,277.83,145.53,8.47,2.2,0.4,3.96,42.77
C2,0.78,515.97,308.7,177.87,7.7,2.43,0.4,3.24,41.73
C2,0.64,700.7,339.57,161.7,6.93,3.96,0.4,3.6,41.32
C3,0.78,637,277.83,119.07,6.93,6.05,0.48,4.84,42.96
C2,0.84,535.82,374.85,121.28,6.93,1.98,0.4,3.24,40.68
C1,0.61,727.65,412.34,99.23,6.93,3,0.4,3.96,40.4
C3,0.68,654.88,,134.75,6.93,4.4,0.32,4.4,40.6
C1,0.75,595.35,503.97,121.28,7,4.5,0.48,4.4,40.11
C1,0.73,686,198.45,198.45,3.47,1.98,0.4,3.24,14.37
C2,0.89,830.06,,218.3,3.47,3.63,0.32,3.96,14.48
C2,0.67,679.14,269.5,198.45,4.24,3.96,0.32,3.96,14.32
C3,0.74,830.06,242.55,242.55,4.24,4.05,0.4,3.96,14.44
C2,0.58,703.4,218.3,218.3,2.84,1.98,0.44,4.84,14.6
C1,0.64,703.4,266.8,266.8,3.47,2.97,0.32,3.24,14.7
C3,0.86,781.55,218.3,242.55,3.15,3.96,0.4,3.96,14.47
C3,0.58,859.7,269.5,218.3,2.84,4.95,0.44,3.96,14.66
C1,0.84,727.65,238.14,218.3,3.47,2.42,0.44,3.6,14.54
C3,0.56,595.35,294,198.45,3.47,2.43,0.4,3.96,14.62
C3,0.68,727.65,238.14,218.3,3.15,3.96,0.4,3.24,14.53
C3,0.68,661.5,264.6,218.3,2.84,4.95,0.36,3.24,14.71
C1,0.59,751.9,286.65,218.3,3.85,1.98,0.32,3.24,15.34
C3,0.73,835.45,257.98,242.55,4.24,2.43,0.48,3.96,15.29
C3,0.65,835.45,286.65,242.55,2.84,4.84,0.4,3.6,15.09
C1,0.8,683.55,286.65,178.6,3.47,6.05,0.48,4.4,15.3
C3,0.64,776.16,339.57,218.3,3.15,1.98,0.4,3.96,19.06
C1,0.58,776.16,339.57,178.6,3.15,3.63,0.4,3.24,19.13
C3,0.7,862.4,308.7,242.55,3.47,3.96,0.32,3.24,19
C1,0.58,705.6,339.57,220.5,3.15,4.95,0.4,3.96,18.84
C3,0.68,800.42,330.75,242.55,2.84,1.98,0.32,4.84,16.44
C3,0.56,978.29,363.82,218.3,3.85,3.63,0.32,3.24,16.9
C3,0.62,654.88,444.68,242.55,3.85,4.84,0.4,3.24,16.94
C2,0.5,727.65,297.68,178.6,4.24,4.95,0.48,3.96,16.77
C3,1.19,416.74,355.74,121.28,6.93,2.42,0.32,6.05,32.84
C2,0.97,622.55,291.06,89.31,5.67,2.43,0.44,4.5,32.72
C2,0.98,622.55,355.74,109.15,5.67,3.24,0.32,4.5,32.21
C3,1.08,509.36,264.6,89.31,6.93,4.05,0.4,5.5,32.73
C1,0.89,557.86,257.98,148.23,6.3,1.98,0.36,4.95,35.67
C2,0.99,681.84,385.39,134.75,6.3,2.43,0.48,6.05,35.01
C2,0.99,557.86,315.32,110.25,6.3,3.96,0.44,4.95,34.72
C3,0.99,557.86,286.65,121.28,8.47,6.05,0.4,6.05,35.24
C3,0.86,582.12,323.4,161.7,6.3,1.98,0.4,4.95,32.31
